meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
17th FINA World Championships 2017,22.77,23/07/2017,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,24,27,955,Budapest,HUN
European Championships 2018,22.78,07/08/2018,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,28,28,954,Glasgow,GBR
18th FINA World Championships 2019,22.79,22/07/2019,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,29,29,933,Gwangju,KOR
17th FINA World Championships 2017,22.79,24/07/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,29,30,953,Budapest,HUN
Maria Lenk Trophy,22.79,24/04/2012,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,29,31,953,Rio de Janeiro,BRA
18th FINA World Championships 2019,22.80,22/07/2019,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,32,32,931,Gwangju,KOR
18th FINA World Championships 2019,22.80,21/07/2019,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,32,33,931,Gwangju,KOR
2017 Maria Lenk Trophy,22.80,05/05/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,32,34,952,Rio de Janeiro,BRA
British Championships 2017,22.80,23/04/2017,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,32,35,952,Sheffield,GBR
10e Open de France de Natation Vichy Val d'Allier,22.81,02/07/2016,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,36,36,950,Vichy,FRA
15th FINA World Championships 2013,22.81,28/07/2013,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,36,37,950,Barcelona,ESP
Russian National Swimming Championships,22.82,29/10/2020,Men 50 Butterfly LCM Male,RUS,Russian Federation,"KOSTIN, Oleg",M,06/05/1992,,,38,38,929,Kazan,RUS
FINA Swimming World Cup 2018,22.82,15/09/2018,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,38,39,949,Doha,QAT
18th FINA World Championships 2019,22.83,26/07/2019,Men 50 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,40,40,928,Gwangju,KOR
13th FINA World Championships 2009,22.83,31/07/2009,Men 50 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,31/05/1984,,,40,41,,Rome,ITA
18th FINA World Championships 2019,22.84,21/07/2019,Men 50 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,42,42,926,Gwangju,KOR
18th FINA World Championships 2019,22.84,21/07/2019,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,42,43,926,Gwangju,KOR
17th FINA World Championships 2017,22.84,24/07/2017,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,42,44,947,Budapest,HUN
17th FINA World Championships 2017,22.84,23/07/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,42,45,947,Budapest,HUN
16th FINA World Championships 2015,22.84,02/08/2015,Men 50 Butterfly LCM Male,FRA,France,"MANAUDOU, Florent",M,12/11/1990,,,42,46,947,Kazan,RUS
French Championships,22.84,22/04/2009,Men 50 Butterfly LCM Male,FRA,France,"BOUSQUET, Frederick",M,08/04/1981,,,42,47,,Montpellier,FRA
European Championships 2018,22.85,06/08/2018,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,48,48,945,Glasgow,GBR
15th FINA World Championships 2013,22.86,28/07/2013,Men 50 Butterfly LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,49,49,944,Barcelona,ESP
FINA Champions Swim Series 2019,22.87,11/05/2019,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,50,50,923,Budapest,HUN
FINA Swimming World Cup 2018,22.87,09/09/2018,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,50,51,943,Kazan,RUS
European Championships 2014,22.87,18/08/2014,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,50,52,943,Berlin,GER
18th FINA World Championships 2019,22.88,21/07/2019,Men 50 Butterfly LCM Male,RUS,Russian Federation,"KOSTIN, Oleg",M,06/05/1992,,,53,53,922,Gwangju,KOR
13th FINA World Championships 2009,22.88,27/07/2009,Men 50 Butterfly LCM Male,ESP,Spain,"MUNOZ, Rafael",M,03/03/1988,,,53,54,,Rome,ITA
Internazionali di Nuoto - LV Settecolli,22.89,01/07/2018,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,55,55,940,Rome,ITA
17th FINA World Championships 2017,22.89,24/07/2017,Men 50 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,55,56,940,Budapest,HUN
18th FINA World Championships 2019,22.90,22/07/2019,Men 50 Butterfly LCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,57,57,919,Gwangju,KOR
European Championships 2018,22.90,06/08/2018,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,57,58,939,Glasgow,GBR
29th Summer Universiade 2017,22.90,21/08/2017,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,57,59,939,Taipei City,TPE
Maria Lenk Trophy,22.90,10/04/2015,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,57,60,939,Rio de Janeiro,BRA
15th FINA World Championships 2013,22.90,28/07/2013,Men 50 Butterfly LCM Male,BLR,Belarus,"TSURKIN, Yauhen",M,09/12/1990,,,57,61,939,Barcelona,ESP
13th FINA World Championships 2009,22.90,26/07/2009,Men 50 Butterfly LCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,57,62,,Rome,ITA
13th FINA World Championships 2009,22.90,26/07/2009,Men 50 Butterfly LCM Male,ESP,Spain,"MUNOZ, Rafael",M,03/03/1988,,,57,63,,Rome,ITA
18th FINA World Championships 2019,22.91,22/07/2019,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,64,64,918,Gwangju,KOR
Brazilian Senior Nationals,22.91,18/12/2014,Men 50 Butterfly LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,64,65,938,Rio de Janeiro,BRA
Brazilian Senior Championships,22.91,17/12/2014,Men 50 Butterfly LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,64,66,938,Rio de Janeiro,BRA
17th FINA World Championships 2017,22.92,23/07/2017,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,67,67,937,Budapest,HUN
17th FINA World Championships 2017,22.92,23/07/2017,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,67,68,937,Budapest,HUN
European Championships 2016,22.92,17/05/2016,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,67,69,937,London,GBR
FINA Swimming World Cup 2019,22.93,10/08/2019,Men 50 Butterfly LCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,70,70,916,Jinan,CHN
2018 Summer Nats,22.93,26/07/2018,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,70,71,935,"Irvine, CA",USA
Internazionali di Nuoto - LV Settecolli,22.93,01/07/2018,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,70,72,935,Rome,ITA
Internazionali di Nuoto - LV Settecolli,22.93,29/06/2018,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,70,73,935,Rome,ITA
17th FINA World Championships 2017,22.93,23/07/2017,Men 50 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,16/06/1995,,,70,74,935,Budapest,HUN
20th Commonwealth Games 2014,22.93,25/07/2014,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,70,75,935,Glasgow,GBR
15th FINA World Championships 2013,22.93,28/07/2013,Men 50 Butterfly LCM Male,FRA,France,"BOUSQUET, Frederick",M,08/04/1981,,,70,76,935,Barcelona,ESP
13th FINA World Championships 2009,22.93,27/07/2009,Men 50 Butterfly LCM Male,DEN,Denmark,"ANDKJAER, Jakob",M,07/05/1985,,,70,77,,Rome,ITA
13th FINA World Championships 2009,22.93,26/07/2009,Men 50 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,31/05/1984,,,70,78,,Rome,ITA
FINA Swimming World Cup 2019,22.94,09/11/2019,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,79,79,914,Doha,QAT
FINA Champions Swim Series 2019,22.94,31/05/2019,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,79,80,914,Indianapolis,USA
Meeting International de Canet-en-Roussillon,22.94,09/06/2016,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,79,81,934,Canet-en-Roussillon,FRA
FINA Champions Swim Series 2020,22.95,18/01/2020,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,82,82,913,Beijing,CHN
18th FINA World Championships 2019,22.95,21/07/2019,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,82,83,913,Gwangju,KOR
Brazilian Torneio Open,22.95,06/12/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,82,84,933,Rio de Janeiro,BRA
17th FINA World Championships 2017,22.95,24/07/2017,Men 50 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,16/06/1995,,,82,85,933,Budapest,HUN
XXXIII Brazlian Senior / Open Championships,22.95,18/12/2013,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,82,86,933,Porto Alegre,BRA
26th International Meeting Uster 2018,22.96,03/02/2018,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,87,87,932,Uster,SUI
11th FINA World Championships 2005,22.96,25/07/2005,Men 50 Butterfly LCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,87,88,,Montreal,CAN
European Championships 2018,22.97,07/08/2018,Men 50 Butterfly LCM Male,RUS,Russian Federation,"KOSTIN, Oleg",M,06/05/1992,,,89,89,931,Glasgow,GBR
2018 Summer Nats,22.97,26/07/2018,Men 50 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,89,90,931,"Irvine, CA",USA
Trofeu Brazil - Maria Lenk,22.97,20/04/2018,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,89,91,931,Rio de Janeiro,BRA
Trofeu Brazil - Maria Lenk,22.97,18/04/2018,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,89,92,931,Rio de Janeiro,BRA
2017 Trofeu Jose Finkel - Tana Correios,22.97,11/08/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,89,93,931,Santos,BRA
17th FINA World Championships 2017,22.97,23/07/2017,Men 50 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,89,94,931,Budapest,HUN
16th FINA World Championships 2015,22.97,03/08/2015,Men 50 Butterfly LCM Male,FRA,France,"MANAUDOU, Florent",M,12/11/1990,,,89,95,931,Kazan,RUS
15th FINA World Championships 2013,22.97,28/07/2013,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,89,96,931,Barcelona,ESP
2017 Maria Lenk Trophy,22.98,05/05/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"MARTINS, Henrique",M,14/11/1991,,,97,97,929,Rio de Janeiro,BRA
2017 Maria Lenk Trophy,22.98,02/05/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"MARTINS, Henrique",M,14/11/1991,,,97,98,929,Rio de Janeiro,BRA
5th EDF Swimming Open,22.98,25/06/2011,Men 50 Butterfly LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,97,99,929,Paris,FRA
Hungarian National Championships,22.99,28/03/2019,Men 50 Butterfly LCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,100,100,908,Debrecen,HUN
European Championships 2016,23.00,16/05/2016,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,101,101,927,London,GBR
2015 Trofeu Jose Finkel,23.00,21/08/2015,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,101,102,927,Sao Paulo,BRA
European Championships 2014,23.00,19/08/2014,Men 50 Butterfly LCM Male,BLR,Belarus,"TSURKIN, Yauhen",M,09/12/1990,,,101,103,927,Berlin,GER
European Championships 2014,23.00,19/08/2014,Men 50 Butterfly LCM Male,FRA,France,"MANAUDOU, Florent",M,12/11/1990,,,101,104,927,Berlin,GER
Elite French Championships,23.00,09/04/2013,Men 50 Butterfly LCM Male,FRA,France,"BOUSQUET, Frederick",M,08/04/1981,,,101,105,927,Rennes,FRA
13th FINA World Championships 2009,23.00,27/07/2009,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,101,106,,Rome,ITA
13th FINA World Championships 2009,23.00,26/07/2009,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,101,107,,Rome,ITA
18th FINA World Championships 2019,23.01,22/07/2019,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,108,108,906,Gwangju,KOR
18th FINA World Championships 2019,23.01,21/07/2019,Men 50 Butterfly LCM Male,RUS,Russian Federation,"KOSTIN, Oleg",M,06/05/1992,,,108,109,906,Gwangju,KOR
FINA Champions Swim Series 2019,23.01,27/04/2019,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,108,110,906,Guangzhou,CHN
European Championships 2018,23.01,06/08/2018,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,108,111,926,Glasgow,GBR
LIV Settecolli Trophy - 2017,23.01,25/06/2017,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,108,112,926,Rome,ITA
Pinheiros Time Trials,23.01,14/04/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,108,113,926,Sao Paulo,BRA
Brazilian Senior Nationals,23.01,18/12/2014,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,108,114,926,Rio de Janeiro,BRA
Brazilian Senior Championships,23.01,17/12/2014,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,108,115,926,Rio de Janeiro,BRA
Maria Lenk Trophy,23.01,21/04/2014,Men 50 Butterfly LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,108,116,926,Sao Paulo,BRA
15th FINA World Championships 2013,23.01,29/07/2013,Men 50 Butterfly LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,108,117,926,Barcelona,ESP
11th FINA World Championships 2005,23.01,24/07/2005,Men 50 Butterfly LCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,108,118,,Montreal,CAN
Open de France 2018,23.02,07/07/2018,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,119,119,925,Chatres,FRA
15th FINA World Championships 2013,23.02,28/07/2013,Men 50 Butterfly LCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,119,120,925,Barcelona,ESP
15th FINA World Championships 2013,23.02,28/07/2013,Men 50 Butterfly LCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,119,121,925,Barcelona,ESP
Maria Lenk Trophy,23.02,24/04/2012,Men 50 Butterfly LCM Male,FRA,France,"BOUSQUET, Frederick",M,08/04/1981,,,119,122,925,Rio de Janeiro,BRA
20th Luxembourg Euro Meet 2018,23.03,27/01/2018,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,123,123,923,Luxembourg,LUX
11th Pan Pacific Championships 2010,23.03,18/08/2010,Men 50 Butterfly LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,123,124,923,"Irvine, CA",USA
13th FINA World Championships 2009,23.03,26/07/2009,Men 50 Butterfly LCM Male,CRO,Croatia,"DRAGANJA, Duje",M,27/02/1983,,,123,125,,Rome,ITA
Mare Nostrum 2018,23.04,10/06/2018,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,126,126,922,Canet-en-Roussillon,FRA
Brazilian Senior Championships,23.04,17/12/2014,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,126,127,922,Rio de Janeiro,BRA
European Championships 2014,23.04,18/08/2014,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,126,128,922,Berlin,GER
13th FINA World Championships 2009,23.04,27/07/2009,Men 50 Butterfly LCM Male,KEN,Kenya,"DUNFORD, Jason",M,28/11/1986,,,126,129,,Rome,ITA
13th FINA World Championships 2009,23.04,26/07/2009,Men 50 Butterfly LCM Male,AUS,Australia,"TARGETT, Matthew",M,24/12/1985,,,126,130,,Rome,ITA
13th FINA World Championships 2009,23.04,26/07/2009,Men 50 Butterfly LCM Male,DEN,Denmark,"ANDKJAER, Jakob",M,07/05/1985,,,126,131,,Rome,ITA
Russian National Swimming Championships,23.05,28/10/2020,Men 50 Butterfly LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,17/03/2002,,,132,132,901,Kazan,RUS
17th FINA World Championships 2017,23.05,23/07/2017,Men 50 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,16/06/1995,,,132,133,921,Budapest,HUN
2017 Summer National Champs,23.05,28/06/2017,Men 50 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,132,134,921,Indianapolis,USA
Meeting International de Canet-en-Roussillon,23.05,18/06/2017,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,132,135,921,Canet-en-Roussillon,FRA
16th FINA World Championships 2015,23.05,02/08/2015,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,132,136,921,Kazan,RUS
15th FINA World Championships 2013,23.05,29/07/2013,Men 50 Butterfly LCM Male,USA,United States of America,"GODSOE, Eugene",M,20/01/1988,,,132,137,921,Barcelona,ESP
Maria Lenk Trophy,23.05,22/04/2013,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,132,138,921,Rio de Janeiro,BRA
13th FINA World Championships 2009,23.05,26/07/2009,Men 50 Butterfly LCM Male,VEN,Venezuela,"SUBIRATS, Albert",M,25/09/1986,,,132,139,,Rome,ITA
Russian National Swimming Championships,23.06,08/04/2019,Men 50 Butterfly LCM Male,RUS,Russian Federation,"ZHILKIN, Andrey",M,09/03/1995,,,140,140,900,Moscow,RUS
29th SEA GAMES SWIMMING,23.06,21/08/2017,Men 50 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,16/06/1995,,,140,141,920,Kuala Lumpur,MAS
2017 Maria Lenk Trophy,23.06,05/05/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"MARTINS, Henrique",M,14/11/1991,,,140,142,920,Rio de Janeiro,BRA
16th FINA World Championships 2015,23.06,02/08/2015,Men 50 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,140,143,920,Kazan,RUS
European Championships 2014,23.06,18/08/2014,Men 50 Butterfly LCM Male,FRA,France,"MANAUDOU, Florent",M,12/11/1990,,,140,144,920,Berlin,GER
Open Championship of The Republic of Belarus,23.06,14/05/2014,Men 50 Butterfly LCM Male,BLR,Belarus,"TSURKIN, Yauhen",M,09/12/1990,,,140,145,920,Brest,BLR
22nd Luxembourg Euro Meet,23.07,24/01/2020,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,146,146,899,Luxembourg,LUX
FINA Swimming World Cup 2019,23.07,17/08/2019,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,146,147,899,Singapore,SGP
18th FINA World Championships 2019,23.07,21/07/2019,Men 50 Butterfly LCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,146,148,899,Gwangju,KOR
26th International Meeting Uster 2018,23.07,03/02/2018,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,146,149,919,Uster,SUI
16th FINA World Championships 2015,23.07,02/08/2015,Men 50 Butterfly LCM Male,POL,Poland,"CZERNIAK, Konrad",M,11/07/1989,,,146,150,919,Kazan,RUS
SA National Aquatic Championships 2014,23.07,07/04/2014,Men 50 Butterfly LCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,146,151,919,Durban,RSA
13th FINA World Championships 2009,23.07,27/07/2009,Men 50 Butterfly LCM Male,VEN,Venezuela,"SUBIRATS, Albert",M,25/09/1986,,,146,152,,Rome,ITA
LIV Settecolli Trophy - 2017,23.08,25/06/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,153,153,917,Rome,ITA
18th FINA World Championships 2019,23.09,27/07/2019,Men 50 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,154,154,897,Gwangju,KOR
18th FINA World Championships 2019,23.09,21/07/2019,Men 50 Butterfly LCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,154,155,897,Gwangju,KOR
