meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Duel in the Pool,01:50.61,20/12/2013,Men 200 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,82,82,959,Glasgow,GBR
ISL 2019 Season - Grand Final,01:50.63,21/12/2019,Men 200 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,83,83,936,Las Vegas,USA
ISL 2020 Season - Semifinal 1,01:50.64,15/11/2020,Men 200 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,84,84,936,Budapest,HUN
ISL 2020 Season - Match 5,01:50.64,31/10/2020,Men 200 Butterfly SCM Male,BRA,Brazil,"LANZA, Vinicius",M,22/03/1997,,,84,85,936,Budapest,HUN
FINA/Arena Swimming World Cup 2010,01:50.64,20/10/2010,Men 200 Butterfly SCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,84,86,959,Tokyo,JPN
14th FINA World Swimming Championships (25m) 2018,01:50.67,11/12/2018,Men 200 Butterfly SCM Male,RUS,Russian Federation,"KHARLANOV, Aleksandr",M,26/10/1995,,,87,87,943,Hangzhou,CHN
12th FINA World Swimming Championships (25m) 2014,01:50.68,07/12/2014,Men 200 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,88,88,943,Doha,QAT
FINA/airweave Swimming World Cup 2017,01:50.71,15/11/2017,Men 200 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,89,89,942,Tokyo,JPN
FINA/airweave Swimming World Cup 2017,01:50.71,11/08/2017,Men 200 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,89,90,942,Eindhoven,NED
FINA/airweave Swimming World Cup 2016,01:50.73,04/10/2016,Men 200 Butterfly SCM Male,JPN,Japan,"SETO, Daiya",M,24/05/1994,,,91,91,942,Dubai,UAE
Championnats de France interclubs de natation,01:50.73,08/12/2002,Men 200 Butterfly SCM Male,FRA,France,"ESPOSITO, Franck",M,13/04/1971,,,91,92,,Antibes,FRA
FINA/Arena Swimming World Cup 2007,01:50.74,09/11/2007,Men 200 Butterfly SCM Male,RUS,Russian Federation,"SKVORTSOV, Nikolay",M,28/03/1984,,,93,93,,Moscow,RUS
FINA/Arena Swimming World Cup 2009,01:50.75,10/11/2009,Men 200 Butterfly SCM Male,RUS,Russian Federation,"SKVORTSOV, Nikolay",M,28/03/1984,,,94,94,1012,Stockholm,SWE
ISL 2020 Season - Match 1,01:50.79,17/10/2020,Men 200 Butterfly SCM Male,TPE,Chinese Taipei,"WANG, Eddie",M,23/01/2002,,,95,95,932,Budapest,HUN
2011 Japan Invite,01:50.80,26/02/2011,Men 200 Butterfly SCM Male,JPN,Japan,"SANO, Hidemasa",M,28/05/1984,,,96,96,954,Tokyo,JPN
12th FINA World Swimming Championships (25m) 2014,01:50.82,07/12/2014,Men 200 Butterfly SCM Male,JPN,Japan,"SETO, Daiya",M,24/05/1994,,,97,97,940,Doha,QAT
European Short Course Swimming Championships 2011,01:50.87,10/12/2011,Men 200 Butterfly SCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,98,98,953,Szczecin,POL
ISL 2020 Season - Match 8,01:50.90,06/11/2020,Men 200 Butterfly SCM Male,TPE,Chinese Taipei,"WANG, Eddie",M,23/01/2002,,,99,99,929,Budapest,HUN
FINA Swimming World Cup 2018,01:50.92,10/11/2018,Men 200 Butterfly SCM Male,CHN,People's Republic of China,"LI, Zhuhao",M,09/01/1999,,,100,100,937,Tokyo,JPN
55th Japan Swimming Championships,01:50.93,15/02/2014,Men 200 Butterfly SCM Male,JPN,Japan,"SETO, Daiya",M,24/05/1994,,,101,101,951,Tokyo,JPN
ISL 2019 Season,01:50.94,20/10/2019,Men 200 Butterfly SCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,102,102,928,Lewisville,USA
FINA/airweave Swimming World Cup 2016,01:50.95,21/10/2016,Men 200 Butterfly SCM Male,JPN,Japan,"SAKAI, Masato",M,06/06/1995,,,103,103,936,Singapore,SGP
FINA Swimming World Cup 2018,01:50.96,16/11/2018,Men 200 Butterfly SCM Male,CHN,People's Republic of China,"LI, Zhuhao",M,09/01/1999,,,104,104,936,Singapore,SGP
FINA Swimming World Cup 2013,01:50.96,10/08/2013,Men 200 Butterfly SCM Male,JPN,Japan,"SETO, Daiya",M,24/05/1994,,,104,105,950,Berlin,GER
2011 Japan Invite,01:50.96,26/02/2011,Men 200 Butterfly SCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,104,106,950,Tokyo,JPN
FINA Swimming World Cup 2013,01:50.99,07/08/2013,Men 200 Butterfly SCM Male,RUS,Russian Federation,"SKVORTSOV, Nikolay",M,28/03/1984,,,107,107,950,Eindhoven,NED
2018 Trofeu Jose Finkel,01:51.00,26/08/2018,Men 200 Butterfly SCM Male,BRA,Brazil,"LANZA, Vinicius",M,22/03/1997,,,108,108,935,Sao Paulo,BRA
FINA/Arena Swimming World Cup 2011,01:51.00,12/11/2011,Men 200 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,108,109,949,Tokyo,JPN
FINA Swimming World Cup 2018,01:51.01,05/10/2018,Men 200 Butterfly SCM Male,JPN,Japan,"SETO, Daiya",M,24/05/1994,,,110,110,935,Budapest,HUN
11th FINA World Swimming Championships (25m) 2012,01:51.01,16/12/2012,Men 200 Butterfly SCM Male,JPN,Japan,"KANEDA, Kazuya",M,05/11/1987,,,110,111,949,Istanbul,TUR
FINA Swimming World Cup 2013,01:51.02,09/11/2013,Men 200 Butterfly SCM Male,JPN,Japan,"HAGINO, Kosuke",M,15/08/1994,,,112,112,949,Tokyo,JPN
ISL 2020 Season - Match 8,01:51.03,06/11/2020,Men 200 Butterfly SCM Male,JPN,Japan,"HONDA, Tomoru",M,31/12/2001,,,113,113,926,Budapest,HUN
13th FINA World Swimming Championships (25m) 2016,01:51.03,06/12/2016,Men 200 Butterfly SCM Male,RUS,Russian Federation,"KHARLANOV, Aleksandr",M,26/10/1995,,,113,114,934,Windsor,CAN
ISL 2019 Season - Grand Final,01:51.04,21/12/2019,Men 200 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,115,115,926,Las Vegas,USA
FINA/Arena Swimming World Cup 2011,01:51.05,12/11/2011,Men 200 Butterfly SCM Male,JPN,Japan,"KANEDA, Kazuya",M,05/11/1987,,,116,116,948,Tokyo,JPN
FINA/Arena Swimming World Cup 2011,01:51.05,04/11/2011,Men 200 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,116,117,948,Singapore,SGP
9th FINA World Swimming Championships (25m) 2008,01:51.05,13/04/2008,Men 200 Butterfly SCM Male,NZL,New Zealand,"BURMESTER, Moss",M,19/06/1981,,,116,118,,Manchester,GBR
FINA/Arena Swimming World Cup 2012,01:51.08,06/11/2012,Men 200 Butterfly SCM Male,JPN,Japan,"KANEDA, Kazuya",M,05/11/1987,,,119,119,947,Tokyo,JPN
FINA Swimming World Cup 2018,01:51.09,29/09/2018,Men 200 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,120,120,933,Eindhoven,NED
Australian Championships 2009 (25m),01:51.11,12/08/2009,Men 200 Butterfly SCM Male,AUS,Australia,"WRIGHT, Christopher",M,07/05/1988,,,121,121,1007,Hobart,AUS
2015 Polish Short Course National Swimming Championships,01:51.12,19/12/2015,Men 200 Butterfly SCM Male,POL,Poland,"SWITKOWSKI, Jan",M,23/01/1994,,,122,122,932,Lublin,POL
55th Japan Swimming Championships,01:51.17,15/02/2014,Men 200 Butterfly SCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,123,123,945,Tokyo,JPN
ISL 2020 Season - Match 5,01:51.18,31/10/2020,Men 200 Butterfly SCM Male,JPN,Japan,"HONDA, Tomoru",M,31/12/2001,,,124,124,922,Budapest,HUN
FINA/MASTBANK Swimming World Cup 2014,01:51.18,27/08/2014,Men 200 Butterfly SCM Male,POL,Poland,"KORZENIOWSKI, Pawel",M,09/07/1985,,,124,125,930,Doha,QAT
Duel In The Pool ,01:51.18,16/12/2011,Men 200 Butterfly SCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,124,126,945,Atlanta,USA
Russian National SC Swimming Championships,01:51.19,22/11/2017,Men 200 Butterfly SCM Male,RUS,Russian Federation,"KHARLANOV, Aleksandr",M,26/10/1995,,,127,127,930,Kazan,RUS
ISL 2020 Season - Semifinal 1,01:51.20,15/11/2020,Men 200 Butterfly SCM Male,JPN,Japan,"HONDA, Tomoru",M,31/12/2001,,,128,128,922,Budapest,HUN
Russian National SC Championships,01:51.20,05/11/2019,Men 200 Butterfly SCM Male,RUS,Russian Federation,"KUDASHEV, Aleksandr",M,05/12/1995,,,128,129,922,Kazan,RUS
Russian National SC Championships 2018,01:51.20,07/11/2018,Men 200 Butterfly SCM Male,RUS,Russian Federation,"KHARLANOV, Aleksandr",M,26/10/1995,,,128,130,930,Kazan,RUS
European Short Course Swimming Championships 2011,01:51.21,10/12/2011,Men 200 Butterfly SCM Male,RUS,Russian Federation,"SKVORTSOV, Nikolay",M,28/03/1984,,,131,131,944,Szczecin,POL
-,01:51.21,01/12/2001,Men 200 Butterfly SCM Male,GER,Germany,"RUPPRATH, Thomas",M,16/03/1977,,,131,132,,Rostock,GER
FINA/Arena Swimming World Cup 2012,01:51.22,02/11/2012,Men 200 Butterfly SCM Male,JPN,Japan,"KANEDA, Kazuya",M,05/11/1987,,,133,133,944,Beijing,CHN
European Short Course Swimming Championships 2017,01:51.23,17/12/2017,Men 200 Butterfly SCM Male,GRE,Greece,"VAZAIOS, Andreas",M,09/05/1994,,,134,134,929,Copenhagen,DEN
13th FINA World Swimming Championships (25m) 2016,01:51.23,06/12/2016,Men 200 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,134,135,929,Windsor,CAN
12th FINA World Swimming Championships (25m) 2014,01:51.24,07/12/2014,Men 200 Butterfly SCM Male,POL,Poland,"KORZENIOWSKI, Pawel",M,09/07/1985,,,136,136,929,Doha,QAT
FINA/airweave Swimming World Cup 2016,01:51.25,26/08/2016,Men 200 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,137,137,929,Paris-Chartres,FRA
FINA Swimming World Cup 2013,01:51.26,17/10/2013,Men 200 Butterfly SCM Male,POL,Poland,"KORZENIOWSKI, Pawel",M,09/07/1985,,,138,138,943,Dubai,UAE
European Short Course Swimming Championships 2013,01:51.27,14/12/2013,Men 200 Butterfly SCM Male,SRB,Serbia,"STJEPANOVIC, Velimir",M,07/08/1993,,,139,139,942,Herning,DEN
European Short Course Swimming Championships 2009,01:51.27,12/12/2009,Men 200 Butterfly SCM Male,GBR,Great Britain,"ROEBUCK, Joe",M,05/06/1985,,,139,140,998,Istanbul,TUR
14th FINA World Swimming Championships (25m) 2018,01:51.28,11/12/2018,Men 200 Butterfly SCM Male,CHN,People's Republic of China,"LI, Zhuhao",M,09/01/1999,,,141,141,928,Hangzhou,CHN
FINA/airweave Swimming World Cup 2016,01:51.30,25/10/2016,Men 200 Butterfly SCM Male,JPN,Japan,"SAKAI, Masato",M,06/06/1995,,,142,142,927,Tokyo,JPN
