meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Olympic Games Beijing 2008,51.27,15/08/2008,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,31/08/1982,,,138,141,986,Beijing,CHN
FINA Swimming World Cup 2019,51.28,15/08/2019,Men 100 Butterfly LCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,142,142,916,Singapore,SGP
17th FINA World Championships 2017,51.28,28/07/2017,Men 100 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,142,143,916,Budapest,HUN
U.S. Olympic Team Trials - Swimming,51.28,01/07/2016,Men 100 Butterfly LCM Male,USA,United States of America,"PHILLIPS, Tim",M,30/11/1990,,,142,144,916,"Omaha, NE",USA
16th FINA World Championships 2015,51.28,08/08/2015,Men 100 Butterfly LCM Male,POL,Poland,"CZERNIAK, Konrad",M,11/07/1989,,,142,145,916,Kazan,RUS
17th FINA World Championships 2017,51.29,28/07/2017,Men 100 Butterfly LCM Male,CHN,People's Republic of China,"LI, Zhuhao",M,09/01/1999,,,146,146,916,Budapest,HUN
SA National Aquatic Championships 2017,51.29,07/04/2017,Men 100 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,146,147,916,Durban,RSA
16th FINA World Championships 2015,51.29,07/08/2015,Men 100 Butterfly LCM Male,POL,Poland,"CZERNIAK, Konrad",M,11/07/1989,,,146,148,916,Kazan,RUS
12th Pan Pacific Championships 2014,51.29,23/08/2014,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,146,149,916,Gold Coast,AUS
2014 Summer Nationals,51.29,06/08/2014,Men 100 Butterfly LCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,146,150,916,"Irvine, CA",USA
20th Commonwealth Games 2014,51.29,28/07/2014,Men 100 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,146,151,916,Glasgow,GBR
25th Summer Universiade 2009,51.29,11/07/2009,Men 100 Butterfly LCM Male,KEN,Kenya,"DUNFORD, Jason",M,28/11/1986,,,146,152,,Belgrade,SRB
Olympic Games Athens 2004,51.29,20/08/2004,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,31/08/1982,,,146,153,,Athens,GRE
2017 Summer National Champs,51.30,29/06/2017,Men 100 Butterfly LCM Male,USA,United States of America,"PHILLIPS, Tim",M,30/11/1990,,,154,154,915,Indianapolis,USA
2014 Summer Nationals,51.30,06/08/2014,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,154,155,915,"Irvine, CA",USA
21st Commonwealth Games 2018,51.31,09/04/2018,Men 100 Butterfly LCM Male,GBR,Great Britain,"GUY, James",M,26/11/1995,,,156,156,915,Gold Coast,AUS
17th FINA World Championships 2017,51.31,28/07/2017,Men 100 Butterfly LCM Male,AUS,Australia,"IRVINE, Grant",M,17/03/1991,,,156,157,915,Budapest,HUN
