meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
FINA Swimming World Cup 2013,48.80,21/10/2013,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,12,12,980,Doha,QAT
11th FINA World Swimming Championships (25m) 2012,48.82,13/12/2012,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,13,13,979,Istanbul,TUR
14th FINA World Swimming Championships (25m) 2018,48.93,12/12/2018,Men 100 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,14,14,948,Hangzhou,CHN
European Short Course Swimming Championships 2009,48.93,11/12/2009,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,14,15,1054,Istanbul,TUR
ISL 2020 Season - Match 5,48.94,30/10/2020,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,16,16,948,Budapest,HUN
FINA/MASTBANK Swimming World Cup 2014,48.95,29/10/2014,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,17,17,971,Tokyo,JPN
12th FINA World Swimming Championships (25m) 2014,48.99,04/12/2014,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,18,18,969,Doha,QAT
FINA/MASTBANK Swimming World Cup 2014,48.99,05/10/2014,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,18,19,969,Moscow,RUS
FINA/Arena Swimming World Cup 2009,48.99,07/11/2009,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,18,20,1051,Moscow,RUS
FINA/MASTBANK Swimming World Cup 2014,49.00,01/09/2014,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,21,21,,Dubai,UAE
FINA/airweave Swimming World Cup 2016,49.01,04/09/2016,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,22,22,965,Moscow,RUS
FINA Swimming World Cup 2013,49.01,10/11/2013,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,22,23,967,Tokyo,JPN
FINA Swimming World Cup 2013,49.01,11/08/2013,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,22,24,967,Berlin,GER
ISL 2020 Season - Match 10,49.02,09/11/2020,Men 100 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,25,25,943,Budapest,HUN
FINA/MASTBANK Swimming World Cup 2014,49.02,30/09/2014,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,25,26,967,Hong Kong,HKG
13th FINA World Swimming Championships (25m) 2016,49.04,08/12/2016,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,27,27,963,Windsor,CAN
FINA/airweave Swimming World Cup 2016,49.05,27/08/2016,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,28,28,963,Paris-Chartres,FRA
FINA Swimming World Cup 2013,49.05,21/10/2013,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,28,29,965,Doha,QAT
European Short Course Swimming Championships 2019,49.06,05/12/2019,Men 100 Butterfly SCM Male,GER,Germany,"KUSCH, Marius",M,05/05/1993,,,30,30,941,Glasgow,GBR
14th FINA World Swimming Championships (25m) 2018,49.07,12/12/2018,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,31,31,940,Hangzhou,CHN
NCAA Men's Division 1 Championships,49.07,26/03/2004,Men 100 Butterfly SCM Male,USA,United States of America,"CROCKER, Ian",M,31/08/1982,,,31,32,,East Meadow,USA
FINA Swimming World Cup 2013,49.08,08/08/2013,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,33,33,963,Eindhoven,NED
FINA/airweave Swimming World Cup 2017,49.09,12/08/2017,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,34,34,960,Eindhoven,NED
ISL 2019 Season - Grand Final,49.10,20/12/2019,Men 100 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,35,35,938,Las Vegas,USA
FINA/airweave Swimming World Cup 2017,49.13,02/08/2017,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,36,36,958,Moscow,RUS
ISL 2020 Season - Semifinal 1,49.14,14/11/2020,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,37,37,936,Budapest,HUN
FINA/airweave Swimming World Cup 2016,49.14,05/10/2016,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,37,38,957,Dubai,UAE
FINA Swimming World Cup 2013,49.14,18/10/2013,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,37,39,960,Dubai,UAE
ISL 2019 Season - Grand Final,49.15,20/12/2019,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,40,40,936,Las Vegas,USA
ISL 2019 Season,49.16,16/11/2019,Men 100 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,41,41,935,College Park,USA
FINA Swimming World Cup 2013,49.16,18/10/2013,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,41,42,959,Dubai,UAE
ISL 2020 Season - Match 10,49.17,09/11/2020,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,43,43,934,Budapest,HUN
FINA/airweave Swimming World Cup 2017,49.18,10/11/2017,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,44,44,934,Beijing,CHN
European Short Course Swimming Championships 2008,49.19,12/12/2008,Men 100 Butterfly SCM Male,SRB,Serbia,"CAVIC, Milorad",M,31/05/1984,,,45,45,1062,Rijeka,CRO
13th FINA World Swimming Championships (25m) 2016,49.21,07/12/2016,Men 100 Butterfly SCM Male,GBR,Great Britain,"BARRETT, Adam",M,30/07/1992,,,46,46,953,Windsor,CAN
FINA Swimming World Cup 2018,49.22,04/10/2018,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,47,47,932,Budapest,HUN
14th FINA World Swimming Championships (25m) 2018,49.23,12/12/2018,Men 100 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,48,48,931,Hangzhou,CHN
FINA/MASTBANK Swimming World Cup 2014,49.23,28/08/2014,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,48,49,954,Doha,QAT
FINA/Arena Swimming World Cup 2009,49.23,15/11/2009,Men 100 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,48,50,1035,Berlin,GER
14th FINA World Swimming Championships (25m) 2018,49.25,13/12/2018,Men 100 Butterfly SCM Male,CHN,People's Republic of China,"LI, Zhuhao",M,09/01/1999,,,51,51,930,Hangzhou,CHN
12th FINA World Swimming Championships (25m) 2014,49.25,03/12/2014,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,51,52,953,Doha,QAT
FINA/airweave Swimming World Cup 2016,49.26,22/10/2016,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,53,53,950,Singapore,SGP
ISL 2020 Season - Match 3,49.30,24/10/2020,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,54,54,927,Budapest,HUN
13th FINA World Swimming Championships (25m) 2016,49.31,08/12/2016,Men 100 Butterfly SCM Male,AUS,Australia,"MORGAN, David",M,01/01/1994,,,55,55,947,Windsor,CAN
FINA/airweave Swimming World Cup 2016,49.31,27/08/2016,Men 100 Butterfly SCM Male,GBR,Great Britain,"BARRETT, Adam",M,30/07/1992,,,55,56,947,Paris-Chartres,FRA
FINA/MASTBANK Swimming World Cup 2014,49.32,05/10/2014,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,57,57,949,Moscow,RUS
FINA Swimming World Cup 2013,49.32,08/08/2013,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,57,58,949,Eindhoven,NED
ISL 2020 Season - Match 9,49.33,09/11/2020,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,59,59,925,Budapest,HUN
ISL 2020 Season - Match 8,49.33,05/11/2020,Men 100 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,59,60,925,Budapest,HUN
European Short Course Swimming Championships 2015,49.33,03/12/2015,Men 100 Butterfly SCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,59,61,946,Netanya,ISR
FINA/MASTBANK Swimming World Cup 2014,49.33,01/09/2014,Men 100 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,59,62,,Dubai,UAE
ISL 2019 Season,49.34,23/11/2019,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,63,63,925,London,GBR
14th FINA World Swimming Championships (25m) 2018,49.34,12/12/2018,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,63,64,925,Hangzhou,CHN
FINA Swimming World Cup 2013,49.34,13/10/2013,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,63,65,948,Moscow,RUS
ISL 2020 Season - Match 4,49.35,26/10/2020,Men 100 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,66,66,924,Budapest,HUN
14th FINA World Swimming Championships (25m) 2018,49.35,12/12/2018,Men 100 Butterfly SCM Male,GER,Germany,"KUSCH, Marius",M,05/05/1993,,,66,67,924,Hangzhou,CHN
FINA/airweave Swimming World Cup 2016,49.35,01/10/2016,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,66,68,945,Beijing,CHN
14th FINA World Swimming Championships (25m) 2018,49.36,12/12/2018,Men 100 Butterfly SCM Male,CHN,People's Republic of China,"LI, Zhuhao",M,09/01/1999,,,69,69,924,Hangzhou,CHN
FINA Swimming World Cup 2013,49.38,08/08/2013,Men 100 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,70,70,946,Eindhoven,NED
ISL 2020 Season - Match 6,49.39,01/11/2020,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,71,71,922,Budapest,HUN
ISL 2019 Season,49.39,26/10/2019,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,71,72,922,Budapest,HUN
FINA Swimming World Cup 2013,49.41,14/11/2013,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,73,73,944,Beijing,CHN
2013 Vladimir Salnikov Cup,49.43,20/12/2013,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,74,74,943,Saint Petersburg,RUS
FINA/Arena Swimming World Cup 2009,49.44,11/11/2009,Men 100 Butterfly SCM Male,BRA,Brazil,"ALMEIDA, Kaio Marcio",M,19/10/1984,,,75,75,1022,Stockholm,SWE
14th FINA World Swimming Championships (25m) 2018,49.45,13/12/2018,Men 100 Butterfly SCM Male,FRA,France,"METELLA, Mehdy",M,17/07/1992,,,76,76,919,Hangzhou,CHN
FINA/airweave Swimming World Cup 2017,49.45,02/08/2017,Men 100 Butterfly SCM Male,GBR,Great Britain,"BARRETT, Adam",M,30/07/1992,,,76,77,939,Moscow,RUS
FINA/airweave Swimming World Cup 2016,49.45,26/10/2016,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,76,78,939,Tokyo,JPN
FINA Swimming World Cup 2013,49.45,14/11/2013,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,76,79,942,Beijing,CHN
13th FINA World Swimming Championships (25m) 2016,49.46,07/12/2016,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,80,80,939,Windsor,CAN
13th FINA World Swimming Championships (25m) 2016,49.47,08/12/2016,Men 100 Butterfly SCM Male,GBR,Great Britain,"BARRETT, Adam",M,30/07/1992,,,81,81,938,Windsor,CAN
ISL 2020 Season - Semifinal 1,49.48,14/11/2020,Men 100 Butterfly SCM Male,GER,Germany,"KUSCH, Marius",M,05/05/1993,,,82,82,917,Budapest,HUN
ISL 2020 Season - Match 7,49.48,05/11/2020,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,82,83,917,Budapest,HUN
FINA Swimming World Cup 2013,49.48,11/08/2013,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,82,84,940,Berlin,GER
FINA/airweave Swimming World Cup 2017,49.49,19/11/2017,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,85,85,916,Singapore,SGP
FINA Swimming World Cup 2013,49.49,10/11/2013,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,85,86,940,Tokyo,JPN
FINA/Arena Swimming World Cup 2009,49.49,11/11/2009,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,85,87,1019,Stockholm,SWE
ISL 2019 Season,49.50,19/10/2019,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,88,88,916,Lewisville,USA
14th FINA World Swimming Championships (25m) 2018,49.50,13/12/2018,Men 100 Butterfly SCM Male,GER,Germany,"KUSCH, Marius",M,05/05/1993,,,88,89,916,Hangzhou,CHN
FINA/Arena Swimming World Cup 2009,49.51,22/11/2009,Men 100 Butterfly SCM Male,AUS,Australia,"PATTERSON, Mitchell",M,10/01/1986,,,90,90,1018,Singapore,SGP
ISL 2019 Season - Grand Final,49.52,20/12/2019,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,91,91,915,Las Vegas,USA
42° Trofeo Internazionale di Nuoto,49.52,17/11/2018,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,91,92,915,Livorno,ITA
2016 Hancock Prospecting Short,49.52,05/11/2016,Men 100 Butterfly SCM Male,AUS,Australia,"MORGAN, David",M,01/01/1994,,,91,93,935,Brisbane,AUS
FINA/airweave Swimming World Cup 2016,49.52,30/10/2016,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,91,94,935,Hong Kong,HKG
European Short Course Swimming Championships 2019,49.53,05/12/2019,Men 100 Butterfly SCM Male,RUS,Russian Federation,"VEKOVISHCHEV, Mikhail",M,05/08/1998,,,95,95,914,Glasgow,GBR
FINA/airweave Swimming World Cup 2017,49.53,19/11/2017,Men 100 Butterfly SCM Male,CHN,People's Republic of China,"LI, Zhuhao",M,09/01/1999,,,95,96,914,Singapore,SGP
2020 Japan National Swimming Championships,49.54,18/10/2020,Men 100 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,97,97,914,Tokyo,JPN
14th FINA World Swimming Championships (25m) 2018,49.54,12/12/2018,Men 100 Butterfly SCM Male,GER,Germany,"KUSCH, Marius",M,05/05/1993,,,97,98,914,Hangzhou,CHN
FINA/airweave Swimming World Cup 2017,49.54,12/08/2017,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,97,99,934,Eindhoven,NED
11th FINA World Swimming Championships (25m) 2012,49.54,13/12/2012,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,97,100,937,Istanbul,TUR
FINA/Arena Swimming World Cup 2009,49.54,15/11/2009,Men 100 Butterfly SCM Male,AUS,Australia,"LAUTERSTEIN, Andrew",M,22/05/1987,,,97,101,1016,Berlin,GER
FINA/Arena Swimming World Cup 2009,49.54,11/11/2009,Men 100 Butterfly SCM Male,AUS,Australia,"LAUTERSTEIN, Andrew",M,22/05/1987,,,97,102,1016,Stockholm,SWE
FINA/airweave Swimming World Cup 2017,49.55,02/08/2017,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,103,103,934,Moscow,RUS
Mutual of Omaha Duel in the Pool,49.55,11/12/2015,Men 100 Butterfly SCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,103,104,934,Indianapolis,USA
European Short Course Swimming Championships 2015,49.55,02/12/2015,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,103,105,934,Netanya,ISR
FINA Swimming World Cup 2018,49.56,28/09/2018,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,106,106,913,Eindhoven,NED
ISL 2020 Season - Match 1,49.58,16/10/2020,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,107,107,911,Budapest,HUN
XVes Championnats de France en bassin de 25m,49.58,15/11/2018,Men 100 Butterfly SCM Male,FRA,France,"METELLA, Mehdy",M,17/07/1992,,,107,108,911,Montpellier,FRA
11th FINA World Swimming Championships (25m) 2012,49.59,13/12/2012,Men 100 Butterfly SCM Male,USA,United States of America,"LOCHTE, Ryan",M,03/08/1984,,,109,109,934,Istanbul,TUR
Japan Selection Trial Competition for 2018 ,49.60,27/10/2018,Men 100 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,110,110,910,Tokyo,JPN
FINA/airweave Swimming World Cup 2016,49.60,31/08/2016,Men 100 Butterfly SCM Male,GBR,Great Britain,"BARRETT, Adam",M,30/07/1992,,,110,111,931,Berlin,GER
12th FINA World Swimming Championships (25m) 2014,49.60,04/12/2014,Men 100 Butterfly SCM Male,AUS,Australia,"D'ORSOGNA, Tommaso",M,29/12/1990,,,110,112,933,Doha,QAT
FINA/Arena Swimming World Cup 2012,49.60,07/10/2012,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,110,113,933,Doha,QAT
ISL 2020 Season - Match 1,49.62,16/10/2020,Men 100 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,114,114,909,Budapest,HUN
European Short Course Swimming Championships 2011,49.62,09/12/2011,Men 100 Butterfly SCM Male,POL,Poland,"CZERNIAK, Konrad",M,11/07/1989,,,114,115,932,Szczecin,POL
European Short Course Swimming Championships 2009,49.62,10/12/2009,Men 100 Butterfly SCM Male,SLO,Slovenia,"MANKOC, Peter",M,04/07/1978,,,114,116,1011,Istanbul,TUR
2020 Japan National Swimming Championships,49.63,18/10/2020,Men 100 Butterfly SCM Male,JPN,Japan,"MIZUNUMA, Naoki",M,13/12/1996,,,117,117,909,Tokyo,JPN
FINA Swimming World Cup 2018,49.64,15/11/2018,Men 100 Butterfly SCM Male,CHN,People's Republic of China,"LI, Zhuhao",M,09/01/1999,,,118,118,908,Singapore,SGP
European Short Course Swimming Championships 2009,49.65,11/12/2009,Men 100 Butterfly SCM Male,SLO,Slovenia,"MANKOC, Peter",M,04/07/1978,,,119,119,1009,Istanbul,TUR
ISL 2020 Season - Match 8,49.66,05/11/2020,Men 100 Butterfly SCM Male,POL,Poland,"CIESLAK, Marcin",M,07/04/1992,,,120,120,907,Budapest,HUN
ISL 2020 Season - Match 10,49.67,09/11/2020,Men 100 Butterfly SCM Male,POL,Poland,"CIESLAK, Marcin",M,07/04/1992,,,121,121,907,Budapest,HUN
ISL 2020 Season - Match 5,49.67,30/10/2020,Men 100 Butterfly SCM Male,GER,Germany,"KUSCH, Marius",M,05/05/1993,,,121,122,907,Budapest,HUN
European Short Course Swimming Championships 2009,49.67,10/12/2009,Men 100 Butterfly SCM Male,SRB,Serbia,"LENDER, Ivan",M,29/07/1990,,,121,123,1008,Istanbul,TUR
European Short Course Swimming Championships 2013,49.68,13/12/2013,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,124,124,929,Herning,DEN
12th FINA World Swimming Championships (25m) 2014,49.69,03/12/2014,Men 100 Butterfly SCM Male,AUS,Australia,"D'ORSOGNA, Tommaso",M,29/12/1990,,,125,125,928,Doha,QAT
ISL 2019 Season,49.70,16/11/2019,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,126,126,905,College Park,USA
FINA/airweave Swimming World Cup 2017,49.70,12/08/2017,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,126,127,925,Eindhoven,NED
European Short Course Swimming Championships 2015,49.70,03/12/2015,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,126,128,925,Netanya,ISR
FINA Swimming World Cup 2013,49.70,08/08/2013,Men 100 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,126,129,928,Eindhoven,NED
FINA Swimming World Cup 2018,49.71,04/10/2018,Men 100 Butterfly SCM Male,FRA,France,"METELLA, Mehdy",M,17/07/1992,,,130,130,904,Budapest,HUN
European Short Course Swimming Championships 2015,49.72,02/12/2015,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,131,131,924,Netanya,ISR
FINA Swimming World Cup 2013,49.72,11/08/2013,Men 100 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,131,132,927,Berlin,GER
FINA Swimming World Cup 2013,49.74,13/10/2013,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,133,133,925,Moscow,RUS
European Short Course Swimming Championships 2008,49.74,12/12/2008,Men 100 Butterfly SCM Male,ESP,Spain,"MUNOZ, Rafael",M,03/03/1988,,,133,134,1028,Rijeka,CRO
FINA/Arena Swimming World Cup 2008,49.74,16/11/2008,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,133,135,1028,Berlin,GER
ISL 2020 Season - Match 6,49.75,01/11/2020,Men 100 Butterfly SCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,136,136,902,Budapest,HUN
Vladimir Salnikov Cup,49.75,21/12/2019,Men 100 Butterfly SCM Male,RUS,Russian Federation,"VEKOVISHCHEV, Mikhail",M,05/08/1998,,,136,137,902,St-Pertersburg,RUS
European Short Course Swimming Championships 2019,49.75,05/12/2019,Men 100 Butterfly SCM Male,POL,Poland,"CIESLAK, Marcin",M,07/04/1992,,,136,138,902,Glasgow,GBR
ISL 2020 Season - Semifinal 1,49.76,14/11/2020,Men 100 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,139,139,902,Budapest,HUN
European Short Course Swimming Championships 2019,49.77,05/12/2019,Men 100 Butterfly SCM Male,TUR,Turkey,"GURES, Umitcan",M,24/06/1999,,,140,140,901,Glasgow,GBR
14th FINA World Swimming Championships (25m) 2018,49.77,12/12/2018,Men 100 Butterfly SCM Male,FRA,France,"METELLA, Mehdy",M,17/07/1992,,,140,141,901,Hangzhou,CHN
FINA/airweave Swimming World Cup 2017,49.77,02/08/2017,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,140,142,921,Moscow,RUS
NCAA Men's Division 1 Championships,49.77,26/03/2004,Men 100 Butterfly SCM Male,USA,United States of America,"CROCKER, Ian",M,31/08/1982,,,140,143,,East Meadow,USA
European Short Course Swimming Championships 2009,49.79,11/12/2009,Men 100 Butterfly SCM Male,SRB,Serbia,"LENDER, Ivan",M,29/07/1990,,,144,144,1001,Istanbul,TUR
Duel in the Pool,49.80,20/12/2013,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,145,145,922,Glasgow,GBR
2015 Polish Short Course National Swimming Championships,49.82,18/12/2015,Men 100 Butterfly SCM Male,POL,Poland,"CZERNIAK, Konrad",M,11/07/1989,,,146,146,919,Lublin,POL
FINA/Arena Swimming World Cup 2012,49.82,03/10/2012,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,146,147,921,Dubai,UAE
FINA/airweave Swimming World Cup 2016,49.83,04/09/2016,Men 100 Butterfly SCM Male,GBR,Great Britain,"BARRETT, Adam",M,30/07/1992,,,148,148,918,Moscow,RUS
12th FINA World Swimming Championships (25m) 2014,49.83,03/12/2014,Men 100 Butterfly SCM Male,JPN,Japan,"HAGINO, Kosuke",M,15/08/1994,,,148,149,920,Doha,QAT
