meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
18th FINA World Championships 2019,01:50.73,24/07/2019,Men 200 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,1,1,1021,Gwangju,KOR
13th FINA World Championships 2009,01:51.51,29/07/2009,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,2,2,,Rome,ITA
Olympic Games Beijing 2008,01:52.03,13/08/2008,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,3,3,1047,Beijing,CHN
12th FINA World Championships 2007,01:52.09,28/03/2007,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,4,4,,Melbourne,AUS
FINA Champions Swim Series 2020,01:52.53,18/01/2020,Men 200 Butterfly LCM Male,JPN,Japan,"SETO, Daiya",M,24/05/1994,,,5,5,952,Beijing,CHN
Olympic Games Beijing 2008,01:52.70,13/08/2008,Men 200 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,6,6,1029,Beijing,CHN
CXX. Hungarian Championships,01:52.71,28/03/2018,Men 200 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,7,7,968,Debrecen,HUN
European Championships 2018,01:52.79,05/08/2018,Men 200 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,8,8,966,Glasgow,GBR
European Championships 2016,01:52.91,19/05/2016,Men 200 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,9,9,963,London,GBR
2015 U.S. National Champs,01:52.94,07/08/2015,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,10,10,962,San Antonio,USA
18th FINA World Championships 2019,01:52.96,23/07/2019,Men 200 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,11,11,961,Gwangju,KOR
Olympic Games London 2012,01:52.96,31/07/2012,Men 200 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,11,12,961,London,GBR
Olympic Games Beijing 2008,01:52.97,13/08/2008,Men 200 Butterfly LCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,13,13,1021,Beijing,CHN
Olympic Games London 2012,01:53.01,31/07/2012,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,14,14,960,London,GBR
Hungarian National Championships,01:53.19,27/03/2019,Men 200 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,15,15,956,Debrecen,HUN
Olympic Games London 2012,01:53.21,31/07/2012,Men 200 Butterfly LCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,16,16,955,London,GBR
13th FINA World Championships 2009,01:53.23,29/07/2009,Men 200 Butterfly LCM Male,POL,Poland,"KORZENIOWSKI, Pawel",M,09/07/1985,,,17,17,,Rome,ITA
13th FINA World Championships 2009,01:53.32,29/07/2009,Men 200 Butterfly LCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,18,18,,Rome,ITA
17th FINA World Championships 2017,01:53.33,26/07/2017,Men 200 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,19,19,952,Budapest,HUN
14th FINA World Championships 2011,01:53.34,27/07/2011,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,20,20,952,Shanghai,CHN
13th FINA World Championships 2009,01:53.35,28/07/2009,Men 200 Butterfly LCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,21,21,,Rome,ITA
Olympic Games Rio 2016,01:53.36,09/08/2016,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,22,22,951,Rio de Janeiro,BRA
Olympic Games Rio 2016,01:53.40,09/08/2016,Men 200 Butterfly LCM Male,JPN,Japan,"SAKAI, Masato",M,06/06/1995,,,23,23,950,Rio de Janeiro,BRA
Hungarian National Championships,01:53.42,27/03/2019,Men 200 Butterfly LCM Male,HUN,Hungary,"KENDERESI, Tamas",M,13/12/1996,,,24,24,950,Debrecen,HUN
16th FINA World Championships 2015,01:53.48,05/08/2015,Men 200 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,25,25,948,Kazan,RUS
13th FINA World Championships 2009,01:53.48,28/07/2009,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,25,26,,Rome,ITA
16th FINA World Championships 2015,01:53.53,04/08/2015,Men 200 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,27,27,947,Kazan,RUS
Olympic Games Rio 2016,01:53.62,09/08/2016,Men 200 Butterfly LCM Male,HUN,Hungary,"KENDERESI, Tamas",M,13/12/1996,,,28,28,945,Rio de Janeiro,BRA
FINA Champions Swim Series 2019,01:53.64,11/05/2019,Men 200 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,29,29,944,Budapest,HUN
USA Olympic Team Trials,01:53.65,25/06/2012,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,30,30,944,"Omaha, NE",USA
16th FINA World Championships 2015,01:53.68,05/08/2015,Men 200 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,31,31,943,Kazan,RUS
Olympic Games Beijing 2008,01:53.70,12/08/2008,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,32,32,1002,Beijing,CHN
Olympic Games Beijing 2008,01:53.70,11/08/2008,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,32,33,1002,Beijing,CHN
Japan Swim 2017,01:53.71,15/04/2017,Men 200 Butterfly LCM Male,JPN,Japan,"SAKAI, Masato",M,06/06/1995,,,34,34,943,Aichi,JPN
16th FINA World Championships 2015,01:53.71,04/08/2015,Men 200 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,34,35,943,Kazan,RUS
2007 MV Mizzou Grand Prix,01:53.71,17/02/2007,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,34,36,,"Columbia, MO",USA
17th FINA World Championships 2017,01:53.72,26/07/2017,Men 200 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,37,37,942,Budapest,HUN
13th FINA World Championships 2009,01:53.75,28/07/2009,Men 200 Butterfly LCM Male,POL,Poland,"KORZENIOWSKI, Pawel",M,09/07/1985,,,38,38,,Rome,ITA
Japan Swim 2018,01:53.79,06/04/2018,Men 200 Butterfly LCM Male,JPN,Japan,"HOROMURA, Nao",M,31/01/1999,,,39,39,941,Tokyo,JPN
European Junior Swimming Championships 2017,01:53.79,30/06/2017,Men 200 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,39,40,941,Netanya,ISR
10th Pan Pacific Championships 2006,01:53.80,17/08/2006,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,41,41,,Victoria,CAN
TYR Pro Swim Series,01:53.84,14/06/2019,Men 200 Butterfly LCM Male,USA,United States of America,"URLANDO, Luca",M,16/03/2002,,,42,42,939,Clovis,USA
18th FINA World Championships 2019,01:53.86,24/07/2019,Men 200 Butterfly LCM Male,JPN,Japan,"SETO, Daiya",M,24/05/1994,,,43,43,939,Gwangju,KOR
6th FINA World Junior Swimming Championships 2017,01:53.87,28/08/2017,Men 200 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,44,44,939,Indianapolis,USA
29th Summer Universiade 2017,01:53.90,23/08/2017,Men 200 Butterfly LCM Male,JPN,Japan,"HOROMURA, Nao",M,31/01/1999,,,45,45,938,Taipei City,TPE
10th FINA World Championships 2003,01:53.93,22/07/2003,Men 200 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,46,46,,Barcelona,ESP
European Junior Swimming Championships 2018,01:53.94,06/07/2018,Men 200 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,47,47,937,Helsinki,FIN
Olympic Games Rio 2016,01:53.96,08/08/2016,Men 200 Butterfly LCM Male,HUN,Hungary,"KENDERESI, Tamas",M,13/12/1996,,,48,48,936,Rio de Janeiro,BRA
21st Commonwealth Games 2018,01:54.00,07/04/2018,Men 200 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,49,49,935,Gold Coast,AUS
2012 Japan National Championships ,01:54.01,02/04/2012,Men 200 Butterfly LCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,50,50,935,Tokyo,JPN
14th FINA World Championships 2011,01:54.01,27/07/2011,Men 200 Butterfly LCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,50,51,935,Shanghai,CHN
16th Asian Games 2010,01:54.02,13/11/2010,Men 200 Butterfly LCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,52,52,935,Guangzhou,CHN
Olympic Games Beijing 2008,01:54.02,12/08/2008,Men 200 Butterfly LCM Male,JPN,Japan,"MATSUDA, Takeshi",M,23/06/1984,,,52,53,993,Beijing,CHN
